PRODUCT_SKU,PRODUCT_TITLE,BRAND,CATEGORY,STOCK,PRICE,SHIPPING,IMAGES,PRODUCT_DESCRIPTION,PRODUCT_GTIN,HANDLING_DAYS,PRODUCT_LOCATION,KOGAN_FIRST_PRICE
SKU_CB_007_CONF-24 pack,The Catchment Brewing Co Hoogley Session Ale-24 cans-375 ml,The Catchment Brewing Co,kogan:34057,300,107,0,https://www.onlycraftbeer.com.au/media/catalog/product/c/b/cbc-beer-hoogley-session-1-p-500.png,"<p>The Hoogley was once a convict ship that spent time in India on its way down under. Now, Hoogley is both a street that connects the Catchment to the Brisbane River and a bright tropical mid-strength session ale with a touch of spice.
Spritzy, fruity hop flavour with some herbal, earthy notes. Some malt flavour from flaked oats with a very subtle bitterness.</p><p><strong>Tasting Notes:</strong></p><p>This light, spritzy session beer is full of summer flavours like passionfruit and citrus with some light herbal and resinous notes. Flaked oats have been used to retain body and mouthfeel.</p><p><strong>Beer type:Ale</strong></p><p>ABV:3.2%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>Craft Beer Brewery in the West End of Brisbane</p>",917520133,3,AU,104
SKU_CB_008_CONF-24 pack,The Catchment Brewing Co Juno Yuzu Summer Ale-24 cans-375 ml,The Catchment Brewing Co,kogan:34057,300,120,0,https://www.onlycraftbeer.com.au/media/catalog/product/c/b/cbc-beer-juno-yazu-summer-ale-01.png,"<p>Brewed in collaboration with local Pan-Asian restaurant Chop Chop Chang's, Juno is a light, refreshing and easy drinking summer ale fermented with Japanese yuzu juice. </p><p><strong>Tasting Notes:</strong></p><p>Fresh, bright citrus flavours make this a thirst-quencher and the light hop bitterness will have you coming back for more.</p><p><strong>Beer type:Summer Ale</strong></p><p>ABV:4.2%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>Craft Beer Brewery in the West End of Brisbane</p>",917520136,3,AU,117
SKU_CB_MM_001,The Catchment Brewing Co Mix Pack-24 cans-375 ml,The Catchment Brewing Co,kogan:34057,300,107,0,https://www.onlycraftbeer.com.au/media/catalog/product/m/i/mix_pack_-_opt_1.png,"<p>Your own and exclusive mix case. Include 6 different types from The Catchmen amazing beers. Enjoy!</p>
<p><strong>Hoogley Session Ale.</strong>Light and spritzy full of summer mid strength</p>
<p><strong>Cow Tipper.</strong>Chocolate, coffee and vanilla stout </p><
<p><strong>Vulture IPA.</strong>Bitter and tropical West coast IPA.</p>
<p><strong>Pale Select.</strong>King over all beers. With a golden colour and bursts of tropical flavour it delivers a particular Pale Ale crowning moment.</p>
<p><strong>Whynot Lager.</strong>Classic andcrisp lager.</p>
<p><strong>Juno Yuzu Summer Ale.</strong>Fresh and bright citrus flavours</p>
<p>Note: Final content could vary depending on availability of beers and/or seasonal releases</p><p><strong>Tasting Notes:</strong></p><p></p><p><strong>Beer type:</strong></p><p>ABV:%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>Craft Beer Brewery in the West End of Brisbane</p>",917520138,3,AU,104
SKU_DD_001_CONF-24 pack-1,Dad & Daves Brewing Dad and Dave Pale Ale-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,0,119,0,https://www.onlycraftbeer.com.au/media/catalog/product/p/a/pale_opt.png,"<p>Single malt and single hop pale ale using the finest Australian Malt and hops. A smooth malt body and tropical fruits aromas this beer suits any occasion. </p><p><strong>Tasting Notes:</strong></p><p>Single malt and single hop pale ale using the finest Australian Malt and hops. A smooth malt body and tropical fruits aromas this beer suits any occasion. </p><p><strong>Beer type:Pale Ale</strong></p><p>ABV:4.6%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520157,3,AU,116
SKU_DD_002_CONF-24 pack,Dad & Daves Brewing Dad and Dave Belgian IPA-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,30,119,0,https://www.onlycraftbeer.com.au/media/catalog/product/b/e/belgian_ipa_opt.png,"<p>English style IPA, brewed with Saison yeast to give the beer a pepper-like clove aroma.</p><p><strong>Tasting Notes:</strong></p><p>The IPA for IPA lovers and non-lovers alike. </p><p><strong>Beer type:IPA</strong></p><p>ABV:5.5%</p><p>IBU:37</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520158,3,AU,116
SKU_DD_003_CONF-24 pack,Dad & Daves Brewing Dad and Dave Pils-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,0,119,0,https://www.onlycraftbeer.com.au/media/catalog/product/p/i/pils_opt.png,"<p>Classic Czech Pilsner. Crisp malt body, and a herbaceous lingering bitterness this beer is fantastic on a hot day. </p><p><strong>Tasting Notes:</strong></p><p>Classic Czech Pilsner. Crisp malt body, and a herbaceous lingering bitterness this beer is fantastic on a hot day. </p><p><strong>Beer type:Pilsner</strong></p><p>ABV:4.2%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520159,3,AU,116
SKU_DD_005_CONF-24 pack,Dad & Daves Brewing Dad and Daves Dragonfruit Sour-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,0,145,0,https://www.onlycraftbeer.com.au/media/catalog/product/d/a/dad_dave_s_product_photos_june_2020_1_.png,"<p>Made in a Berliner Weisse style, our Dragonfruit Sour has bright pink pour, light tartness & a sweet kiwi and pear aroma. </p><p><strong>Tasting Notes:</strong></p><p>Made in a Berliner Weisse style, our Dragonfruit Sour has bright pink pour, light tartness & a sweet kiwi and pear aroma. </p><p><strong>Beer type:Sour Ale</strong></p><p>ABV:3.5%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520160,3,AU,140
SKU_DD_007_CONF-24 pack,Dad & Daves Brewing Citra & Mosaic IPA-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,0,182,0,https://www.onlycraftbeer.com.au/media/catalog/product/c/i/citra_mosaic_opt.png,"<p>Dad & Dave's Citra & Mosaic IPA is double dry hopped, delivering a well-balanced malty-sweet, tropical aroma and guava flavour. Deceptively smooth to drink at an easily sessionable ABV.</p><p><strong>Tasting Notes:</strong></p><p>Smooth to drink</p><p><strong>Beer type:IPA</strong></p><p>ABV:7.2%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520161,3,AU,176
SKU_DD_012_CONF-24 pack,Dad & Daves Brewing D&D Blueberry Sour-24 cans-375 ml,Dad & Daves Brewing,kogan:34057,0,182,0,https://www.onlycraftbeer.com.au/media/catalog/product/b/l/blue_berry_sour_1.png,"<p>We've kettle soured this big berry number for 72 hours to give you a lip puckering, mouth watering berliner wiesse. Packed full of blueberries for their deep rich colour and flavour. Each sip will have you wanting more!</p><p><strong>Tasting Notes:</strong></p><p>Weâ€™ve gone deep blue.</p><p><strong>Beer type:Sour Ale</strong></p><p>ABV:6%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>It's a family passion</p>
<p>Founded on Sydney Northern Beaches in 2011, Dad & Dave's Brewing is an independently owned and operated family business. Yes - the whole family - Dad, Dave, Mum, Jess, Scott and James!
Dad (John) and Dave are qualified brewers who are passionate in making approachable & sessionable craft beer, and have decades of experience in the hospitality industry between them.</p>
We focus on using the traditional ingredients of malt, hops, water and yeast, and then combine these with some innovative ingredients and brewing techniques to live up to our motto – “We make beer, delicious beer!”",917520162,3,AU,176
SKU_GH_001_CONF-24 pack,Great Hops Great Hops XPA-24 cans-375 ml,Great Hops,kogan:34057,300,128,0,https://www.onlycraftbeer.com.au/media/catalog/product/x/p/xpa_900x.jpg,"<p> Our Extra Pale Ale combines huge amounts of Galaxy, Magnum, Citra and Cascade hops, for a light and tasty sessional beer, created to allow us to drink afternoon beers with all the hoppiness, and lower alcohol content. A pleasant initial hit of light orange and passionfruit tones are finished off with an easy and moreish bitterness, achieved by late kettle additions and some serious dry hopping. </p><p><strong>Tasting Notes:</strong></p><p>Great hoppy citrus flavours. Not too bitter</p><p><strong>Beer type:XPA</strong></p><p>ABV:4.2%</p><p>IBU:25</p><p><strong>About the brewery</strong></p><p>We are are family run craft brewery from Armidale New England NSW. We make amazing flavourful beers using hops from all over the world (Including hops grown in our own hop yard). We recycle as much waste as we can and grain is fed to our cattle weekly)</p>",917520184,3,AU,125
SKU_GH_003_CONF-24 pack,Great Hops AR-Mid-Ale-24 cans-375 ml,Great Hops,kogan:34057,300,103,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/r/ar-mid-ale_900x.jpg,"<p>Armidale's mid-strength ale! A lighter beer for those in the mood for one or two. Full of interesting hoppiness, it keeps the craft beer drinker (and the driver!) happy - they have another beer to choose from that is definitely exciting on the palate and nose with a much lower alcohol content. Jam packed with Mosaic, Cascade and Chinook hops. </p><p><strong>Tasting Notes:</strong></p><p>A light hoppy and bitter beer for those not looking to get too drunk</p><p><strong>Beer type:Ale</strong></p><p>ABV:3.5%</p><p>IBU:45</p><p><strong>About the brewery</strong></p><p>We are are family run craft brewery from Armidale New England NSW. We make amazing flavourful beers using hops from all over the world (Including hops grown in our own hop yard). We recycle as much waste as we can and grain is fed to our cattle weekly)</p>",917520185,3,AU,99
SKU_GH_004_CONF-24 pack,Great Hops Walcha Road IPA-24 cans-375 ml,Great Hops,kogan:34057,300,133,0,https://www.onlycraftbeer.com.au/media/catalog/product/w/a/walcha_800.png,"<p>A smooth yet punchy IPA. Made with an exciting blend of El Dorado, Galaxy, Citra and Cascade hops- giving a balanced combination of tropical passionfruit, citrus and pine notes. With a light-medium mouthfeel, and a classic yet subtle IPA bitterness, this easy drinking IPA has converted many from mainstream to craft beer. </p><p><strong>Tasting Notes:</strong></p><p>Packing a punch of everything. Very popular beer</p><p><strong>Beer type:IPA</strong></p><p>ABV:6.5%</p><p>IBU:28</p><p><strong>About the brewery</strong></p><p>We are are family run craft brewery from Armidale New England NSW. We make amazing flavourful beers using hops from all over the world (Including hops grown in our own hop yard). We recycle as much waste as we can and grain is fed to our cattle weekly)</p>",917520186,3,AU,128
SKU_JB_001_CONF-16 pack,Jervis Bay Brewing Co Bay of Plenty IPA-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,124,0,https://www.onlycraftbeer.com.au/media/catalog/product/b/a/bay-of-plenty-single.png,"<p>Bay of plenty IPA named after the local Koori meaning for Booderee. Large quantities of whirlpool and dry hops deliver boatloads of fruit and waves of flavour.</p>
<p>An IPA that delivers plenty of everything that is good about hoppy beers!</p><p><strong>Tasting Notes:</strong></p><p>Mango, stonefruit and citrus are all to the fore, while a welcome bitterness gently washes the pallet clean.</p><p><strong>Beer type:IPA</strong></p><p>ABV:6.5%</p><p>IBU:50</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520190,3,AU,120
SKU_JB_002_CONF-16 pack,Jervis Bay Brewing Co Cow & Calf Tropical Pale Ale-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,124,0,https://www.onlycraftbeer.com.au/media/catalog/product/j/b/jbbco-cans-cow-and-calf.png,"<p>As if living in the beautiful surrounds of Jervis Bay isn't enough, we're treated to the annual spectacle of migrating humpback mothers and babies dropping into the calm waters of the bay for a rest and play on the long journey south.</p>
<p>To celebrate the whales' return to the Southern Ocean we've created the Cow and Calf Pale Ale.</p><p><strong>Tasting Notes:</strong></p><p>Loaded with tropical Kiwi hops that deliver peach, lychee, and hints of citrus, this is a perfect brew for lazing in the the sun in our beer garden.</p><p><strong>Beer type:Pale Ale</strong></p><p>ABV:5.4%</p><p>IBU:30</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520193,3,AU,120
SKU_JB_003_CONF-16 pack,Jervis Bay Brewing Co Point Perp Pilsner-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,114,0,https://www.onlycraftbeer.com.au/media/catalog/product/j/b/jbbco-cans-pt-perp.png,"<p>An old-school classic style meets the new world in our twist on a pilsner. </p><p><strong>Tasting Notes:</strong></p><p>Cool fermented with European yeast for a dry, crisp finish but with flavour and aroma imparted through delicate use of New Zealand Motueka hops, this pils has plenty to interest craft beer enthusiasts yet is accessible to all. Just like the famous Jervis Bay climbing mecca it’s named after, this beer is straight up and heaps of fun.</p><p><strong>Beer type:Pilsner</strong></p><p>ABV:4.6%</p><p>IBU:25</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520196,3,AU,110
SKU_JB_004_CONF-16 pack,Jervis Bay Brewing Co 11 Days Pale Ale-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,114,0,https://www.onlycraftbeer.com.au/media/catalog/product/j/b/jbbco-cans-11-days.png,"<p>Imagine walking from Jervis Bay to Sydney. The crew onboard the cutter Nancy washed up on shore in Jervis Bay in 1805 and it took them 11 days to walk all the way home to Sydney. Sure hope there was a refreshing pale ale waiting for them at the other end.</p>
<p>This bright pale ale bucks the trend of mega quantities of peach and passionfruit. Instead, the Strata and Amarillo aroma hops impart subtle notes that, if in a wine, might be expressed as barnyard.</p>
<p>The dry finish results in a crisp, refreshing beer that is perfect for every summer day – not just 11 of them!</p><p><strong>Tasting Notes:</strong></p><p>Strate & Amarillo hops impart subtle notes that, if in a wine, might be expressed as barnyard. Finishes dry and crisp.</p><p><strong>Beer type:Australian Pale Ale</strong></p><p>ABV:4.7%</p><p>IBU:26</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520199,3,AU,110
SKU_JB_005_CONF-16 pack,Jervis Bay Brewing Co Bright Idea XPA-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,114,0,https://www.onlycraftbeer.com.au/media/catalog/product/j/b/jbbco-cans-bright-idea.png,"<p>In the 60s, Murray's Beach came within a whisker of getting Australia's first nuclear reactor. Seriously. Thanks to dedicated locals, this bright idea never saw the light of day. So you're free to enjoy this citrusy, refreshing XPA in the Jervis Bay sun – free from any fallout.</p>
<p>Our take on the XPA style beefs up the body (of the beer that is, not you), and uses just a single hop throughout. If you're going for one you might as well make it a good one, so we chose Citra. We haven't hopped it to oblivion, choosing instead to allow the addition of crystal malt to express and balance the assertive bitterness. Of course we did dry hop it generously, so there's plenty of aroma there too!</p><p><strong>Tasting Notes:</strong></p><p>Our take on the XPA style beefs up the body and uses a single hop, Citra throughout. Addition of crystal malt balances the assertive bitterness.</p><p><strong>Beer type:XPA</strong></p><p>ABV:5%</p><p>IBU:35</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520202,3,AU,110
SKU_JB-MIX-001-16 pack,Jervis Bay Brewing Co Mix Pack-16 cans-375 ml,Jervis Bay Brewing Co,kogan:34057,300,119,0,https://www.onlycraftbeer.com.au/media/catalog/product/j/e/jervis_bay_mix_match.png,"<p>Your own and exclusive mix case. Enjoy 4 different types from Jervis Bay Brewing amazing beers!</p>
<p><strong>Bay of Plenty IPA.</strong>An IPA that delivers plenty of everything that is good about hoppy beers!</p>
<p><strong>Cow & Calf Tropical Pale Ale.</strong>Loaded with tropical Kiwi hops that deliver peach, lychee, and hints of citrus.</p>
<p><strong>Point Perp Pilsner.</strong>Cool fermented with European yeast for a dry, crisp finish but with flavour & aroma imparted through delicate use of New Zealand Motueka hops.</p>
<p><strong>Bright Idea XPA.</strong>Enjoy this citrusy, refreshing XPA in the Jervis Bay sun.</p>
<p>Note: Final content could vary depending on availability of beers and/or seasonal releases</p><p>Note: Final content could vary depending on availability of beers and/or seasonal releases</p><p><strong>Tasting Notes:</strong></p><p></p><p><strong>Beer type:</strong></p><p>ABV:%</p><p>IBU:</p><p><strong>About the brewery</strong></p><p>We make great tasting beer that speaks to the quality and character of who we are and the region that we represent. We are proud to be in Jervis bay, with its relaxed atmosphere and eclectic population.  At Jervis Bay Brewery Co, we make beer that brings neighbours together, and that all people lucky enough to call Jervis Bay home can be proud of, and tourists want to be a part of.</p>",917520205,3,AU,116
SKU_LOOP_001_CONF-24 pack,Loophole Brewing Co Quick Hare Cape Ale-24 cans-375 ml,Loophole Brewing Co,kogan:34057,300,128,0,https://www.onlycraftbeer.com.au/media/catalog/product/l/o/loophole_quick_hare.jpg,"<p>A full-flavoured but sessionable ale incorporating toasted barley, oats and wheat malt. The addition of Vienna malt adds a subtle toasted bready aroma.</p>
<p>The generous use of three Australian grown hops, Enigma, Vic Secret and Galaxy, give a unique bouquet of fruit and floral aromas - passion fruit, white grape and stone fruit.</p>
<p>Food match - fresh seafood or paella.</p><p><strong>Tasting Notes:</strong></p><p>Unique bouquet of fruit and floral aromas - passion fruit, white grape and stone fruit.</p><p><strong>Beer type:Australian Pale Ale</strong></p><p>ABV:4.2%</p><p>IBU:20</p><p><strong>About the brewery</strong></p><p>That's just what we're about here at Loophole Brewing. Escaping everyday life, if just for a moment, to enjoy great tasting beer.</p>
<p>For nigh on 27 years, Des Hooper has been making booze on the edge of the Great Southern Ocean on the Limestone Coast. His beer production began in 2014, when he, and a couple of mates played around with mash brewing in an old warehouse at the back of the Cape Jaffa Winery – Derek’s other booze company right next door.</p>
<p>Des had no idea Tom could brew but as soon as this came to light, the inevitable occurred. Tom was allotted an area at the back of the winery in a warehouse, which became known as the brewhouse.<br /><br />Fast forward a few years and beer sales improved so much, that Des bit the bullet and built Tom a proper brew house – He just needed a brand to match. Tom was happy, he was brewing beer with a freedom to flex his brewing talents and, he now lived in Robe - it wasn’t a myth. Des was happy, he was making great wine and now great beer and still managing to catch an early morning wave and raise his children on his nearby farm. Both beer lovers, they’d seized opportunities and escaped everyday life. They’d found their Loopholes.</p>",917520225,3,AU,125
SKU_LOOP_002_CONF-24 pack,Loophole Brewing Co Slippery Fish Mid-24 cans-375 ml,Loophole Brewing Co,kogan:34057,300,116,0,https://www.onlycraftbeer.com.au/media/catalog/product/l/o/loophole_slippery_fish.jpg,"<p>A balanced take on Australia's favourite style of beer – the humble Mid-Strength. Using a lager-style mash schedule and Munich malt makes our Mid full-flavoured yet crisp and sessionable.</p>
<p>Australian grown Eclipse hops adds flavours of mandarin and citrus to strike a balance to the malt.</p>
<p>A subtle bitterness makes our 3.5% Mid an approachable, social style. Food match - the humble Aussie BBQ.</p><p><strong>Tasting Notes:</strong></p><p>A subtle bitterness, crisp and sessionable.</p><p><strong>Beer type:Pale Ale</strong></p><p>ABV:3.5%</p><p>IBU:12</p><p><strong>About the brewery</strong></p><p>That's just what we're about here at Loophole Brewing. Escaping everyday life, if just for a moment, to enjoy great tasting beer.</p>
<p>For nigh on 27 years, Des Hooper has been making booze on the edge of the Great Southern Ocean on the Limestone Coast. His beer production began in 2014, when he, and a couple of mates played around with mash brewing in an old warehouse at the back of the Cape Jaffa Winery – Derek’s other booze company right next door.</p>
<p>Des had no idea Tom could brew but as soon as this came to light, the inevitable occurred. Tom was allotted an area at the back of the winery in a warehouse, which became known as the brewhouse.<br /><br />Fast forward a few years and beer sales improved so much, that Des bit the bullet and built Tom a proper brew house – He just needed a brand to match. Tom was happy, he was brewing beer with a freedom to flex his brewing talents and, he now lived in Robe - it wasn’t a myth. Des was happy, he was making great wine and now great beer and still managing to catch an early morning wave and raise his children on his nearby farm. Both beer lovers, they’d seized opportunities and escaped everyday life. They’d found their Loopholes.</p>",917520226,3,AU,113
SKU_LOOP_003_CONF-24 pack,Loophole Brewing Co Loophole Draught-24 cans-375 ml,Loophole Brewing Co,kogan:34057,300,128,0,https://www.onlycraftbeer.com.au/media/catalog/product/l/o/loophole_draught.jpg,"<p>Inspired by Bavarian lagers, our Draught is mashed and fermented cool to keep it crisp and thirst quenching.</p>
<p>Pale, Munich and Carapils malts give a gentle honey sweetness that plays nicely with the German yeast strain used. It's a pretty simple, easy drinking beer, just yellow, wet, goodness to keep everyone happy.</p>
<p>Food match - something salty like pretzels or spicy like Mexican.</p><p><strong>Tasting Notes:</strong></p><p>Gentle honey sweetness, simple, easy drinking beer.</p><p><strong>Beer type:Lager</strong></p><p>ABV:4.7%</p><p>IBU:18</p><p><strong>About the brewery</strong></p><p>That's just what we're about here at Loophole Brewing. Escaping everyday life, if just for a moment, to enjoy great tasting beer.</p>
<p>For nigh on 27 years, Des Hooper has been making booze on the edge of the Great Southern Ocean on the Limestone Coast. His beer production began in 2014, when he, and a couple of mates played around with mash brewing in an old warehouse at the back of the Cape Jaffa Winery – Derek’s other booze company right next door.</p>
<p>Des had no idea Tom could brew but as soon as this came to light, the inevitable occurred. Tom was allotted an area at the back of the winery in a warehouse, which became known as the brewhouse.<br /><br />Fast forward a few years and beer sales improved so much, that Des bit the bullet and built Tom a proper brew house – He just needed a brand to match. Tom was happy, he was brewing beer with a freedom to flex his brewing talents and, he now lived in Robe - it wasn’t a myth. Des was happy, he was making great wine and now great beer and still managing to catch an early morning wave and raise his children on his nearby farm. Both beer lovers, they’d seized opportunities and escaped everyday life. They’d found their Loopholes.</p>",917520227,3,AU,125
SKU_LOOP_004_CONF-24 pack,Loophole Brewing Co Sly Fox Dry PA-24 cans-375 ml,Loophole Brewing Co,kogan:34057,300,142,0,https://www.onlycraftbeer.com.au/media/catalog/product/l/o/loophole_sly_fox.jpg,"<p>This beer is inspired by American Pale Ale's as well as German Marzen (Spring-time) lagers.</p>
<p>The resulting beer is full-flavoured and extremely balanced, perfect for festivities in the Australian sunshine. A blend of Australian and German toasted malts delivers a nuttiness with a crisp finish.</p>
<p>A combination of Australian Cascade, Eclipse and Vic Secret hops add citrus notes as well as a touch of pineapple with a neutral, clean yeast character to finish.</p>
<p>Food match - an American BBQ, think ribs and chicken wines, and also pizza.</p><p><strong>Tasting Notes:</strong></p><p>Citrus notes as well as a touch of pineapple with a neutral, clean yeast character to finish.</p><p><strong>Beer type:Australian Pale Ale</strong></p><p>ABV:5.7%</p><p>IBU:27</p><p><strong>About the brewery</strong></p><p>That's just what we're about here at Loophole Brewing. Escaping everyday life, if just for a moment, to enjoy great tasting beer.</p>
<p>For nigh on 27 years, Des Hooper has been making booze on the edge of the Great Southern Ocean on the Limestone Coast. His beer production began in 2014, when he, and a couple of mates played around with mash brewing in an old warehouse at the back of the Cape Jaffa Winery – Derek’s other booze company right next door.</p>
<p>Des had no idea Tom could brew but as soon as this came to light, the inevitable occurred. Tom was allotted an area at the back of the winery in a warehouse, which became known as the brewhouse.<br /><br />Fast forward a few years and beer sales improved so much, that Des bit the bullet and built Tom a proper brew house – He just needed a brand to match. Tom was happy, he was brewing beer with a freedom to flex his brewing talents and, he now lived in Robe - it wasn’t a myth. Des was happy, he was making great wine and now great beer and still managing to catch an early morning wave and raise his children on his nearby farm. Both beer lovers, they’d seized opportunities and escaped everyday life. They’d found their Loopholes.</p>",917520228,3,AU,137
SKU_LOOP_005_CONF-24 pack,Loophole Brewing Co Happy Pig Dark IPA-24 cans-375 ml,Loophole Brewing Co,kogan:34057,300,155,0,https://www.onlycraftbeer.com.au/media/catalog/product/l/o/loophole_happy_pig.jpg,"<p>Loophole Brewing's take on a Dark IPA has a tropical porter personality.</p>
<p>Malt aromatics of chocolate, caramel and coffee from the use of English specialty malts meet the raspberry and grape flavours of the Australian Enigma hop.</p>
<p>With a fuller body and ABV of 6.0% this beer is perfect for consumption when that cool change comes through. Food match - a thick, juicy steak.</p><p><strong>Tasting Notes:</strong></p><p>Full bodied. Malt aromatics of chocolate, caramel and coffee.</p><p><strong>Beer type:American Red Ale</strong></p><p>ABV:6%</p><p>IBU:35</p><p><strong>About the brewery</strong></p><p>That's just what we're about here at Loophole Brewing. Escaping everyday life, if just for a moment, to enjoy great tasting beer.</p>
<p>For nigh on 27 years, Des Hooper has been making booze on the edge of the Great Southern Ocean on the Limestone Coast. His beer production began in 2014, when he, and a couple of mates played around with mash brewing in an old warehouse at the back of the Cape Jaffa Winery – Derek’s other booze company right next door.</p>
<p>Des had no idea Tom could brew but as soon as this came to light, the inevitable occurred. Tom was allotted an area at the back of the winery in a warehouse, which became known as the brewhouse.<br /><br />Fast forward a few years and beer sales improved so much, that Des bit the bullet and built Tom a proper brew house – He just needed a brand to match. Tom was happy, he was brewing beer with a freedom to flex his brewing talents and, he now lived in Robe - it wasn’t a myth. Des was happy, he was making great wine and now great beer and still managing to catch an early morning wave and raise his children on his nearby farm. Both beer lovers, they’d seized opportunities and escaped everyday life. They’d found their Loopholes.</p>",917520229,3,AU,150
